"","name1","addr1","phone1"
"1459","세종 (본점)"," 세종 조치원읍 새내10길 52 ","044-862-5500"
"1460","세종 (금남)"," 세종 금남면 용포로 82 ","044-866-7500"
"1461","세종 (종촌)"," 세종 도움3로 105-2 ","044-862-5501"
"1462","원세종 (본점)"," 세종 조치원읍 장안로 6 ","044-865-4071"
"1463","삼성전기 (세종)"," 세종 연동면 삼성길 25 ","044-861-7942"
"1464","금강 (부강)"," 세종 부강면 부촌길 32 ","044-275-4725"
"1465","유성 (본점)"," 대전 유성구 유성대로 773 ","042-823-9966"
"1466","유성 (궁동)"," 대전 유성구 농대로 15 ","042-825-2611"
"1467","유성 (장대)"," 대전 유성구 유성대로 730 ","042-823-9890"
"1468","유성 (죽동)"," 대전 유성구 죽동로298번길 18 ","042-824-2922"
"1469","탄동 (본점)"," 대전 유성구 신성남로 41 ","042-861-2924"
"1470","탄동 (노은)"," 대전 유성구 은구비로 42 ","042-477-5924"
"1471","탄동 (반석)"," 대전 유성구 반석로 20 ","042-825-2924"
"1472","탄동 (전민)"," 대전 유성구 유성대로 1748 ","042-867-3315"
"1473","탄동 (테크노밸리)"," 대전 유성구 관평2로 32 ","042-935-3380"
"1474","탄동 (노은시장)"," 대전 유성구 노은동로 33 ","042-822-4370"
"1475","진잠 (본점)"," 대전 유성구 원내로39번길 10 ","042-544-8006"
"1476","진잠 (교촌)"," 대전 유성구 진잠로149번길 1 ","042-543-3566"
"1477","진잠 (학하)"," 대전 유성구 학하남로 9 ","042-824-2123"
"1478","유성온천 (본점)"," 대전 유성구 계룡로 29 ","042-822-6776"
"1479","유성온천 (구암)"," 대전 유성구 월드컵대로289번길 39 ","042-824-1331"
"1480","유성온천 (원신흥)"," 대전 유성구 원신흥남로27번길 3 ","042-826-5644"
"1481","한국과학기술원 (본점)"," 대전 유성구 대학로 291 ","042-350-2600"
"1482","대전온천 (본점)"," 대전 유성구 계룡로 92 ","042-826-8383"
"1483","한국타이어 (본점)"," 대전 대덕구 대덕대로1447번길 40 ","042-930-1651"
"1484","오정동 (본점)"," 대전 대덕구 대전로 1046 ","042-632-1358"
"1485","오정동 (대화)"," 대전 대덕구 대화로 77 ","042-623-9051"
"1486","오정동 (오정)"," 대전 대덕구 오정로 76 ","042-672-4221"
"1487","대청 (본점)"," 대전 대덕구 석봉로37번길 41 ","042-932-1264"
"1488","대청 (덤바위)"," 대전 대덕구 덕암로195번길 2 ","042-931-2981"
"1489","대청 (새뜸)"," 대전 대덕구 덕암로265번길 139 ","042-932-3273"
"1490","대전북부 (본점)"," 대전 대덕구 신탄진로 824 ","042-932-0339"
"1491","대전북부 (제1분사무소)"," 대전 대덕구 신탄진북로 48 ","042-931-6766"
"1492","대전북부 (제2분사무소)"," 대전 대덕구 대덕대로1470번길 59 ","042-934-6766"
"1493","대전북부 (제3분사무소)"," 대전 대덕구 덕암북로 84 ","042-932-5727"
"1494","대전대덕 (본점)"," 대전 대덕구 한밭대로 987 ","042-622-7740"
"1495","으뜸 (본점)"," 대전 대덕구 동춘당로 175 ","042-634-7710"
"1496","으뜸 (중리)"," 대전 대덕구 중리로 76 ","042-633-7710"
"1497","으뜸 (법동)"," 대전 대덕구 계족로663번길 28 ","042-624-9967"
"1498","으뜸 (송촌)"," 대전 대덕구 계족산로81번길 43 ","042-621-7771"
"1499","으뜸 (회덕)"," 대전 대덕구 대전로 1364 ","042-628-0091"
"1500","으뜸 (읍내)"," 대전 대덕구 계족로 755 ","042-628-0090"
"1501","으뜸 (와동)"," 대전 대덕구 신탄진로232번길 15 ","042-628-2770"
"1502","으뜸 (비래)"," 대전 대덕구 비래동로 19 ","042-623-7710"
"1503","대전광역시청 (본점)"," 대전 서구 둔산로 100 ","042-270-2344"
"1504","대전서부 (본점)"," 대전 서구 도솔로 72 ","042-533-5890"
"1505","대전서부 (정림)"," 대전 서구 정림동 ","042-585-5890"
"1506","대전서부 (도마시장)"," 대전 서구 도마1동 ","042-523-6607"
"1507","대전서부 (관저)"," 대전 서구 관저2동 ","042-545-0338"
"1508","대전서부 (가수원)"," 대전 서구 계백로 1153 ","042-541-5350"
"1509","대전서부 (복수)"," 대전 서구 복수동 ","042-587-5890"
"1510","대전서부 (도안)"," 대전 서구 원도안로 43 ","042-546-5890"
"1511","대전서부 (관저행복)"," 대전 서구 구봉로 129 ","042-533-8586"
"1512","한밭 (본점)"," 대전 서구 신갈마로 213 ","042-522-8003"
"1513","한밭 (삼천)"," 대전 서구 둔산3동 ","042-487-8027"
"1514","한밭 (롯데)"," 대전 서구 계룡로 599 ","042-522-1805"
"1515","한밭 (둔산)"," 대전 서구 둔산로 125 ","042-471-8228"
"1516","한밭 (월평)"," 대전 서구 월평북로 77 ","042-482-0202"
"1517","한밭 (가장)"," 대전 서구 가장동 ","042-527-1919"
"1518","한밭 (내동)"," 대전 서구 내동 롯데아파트 ","042-535-2900"
"1519","대전 (본점)"," 대전 중구 보문로162번길 8 ","042-253-0091"
"1520","대전 (은행)"," 대전 중구 목척3길 22 ","042-256-8053"
"1521","원대전 (본점)"," 대전 중구 대종로593번길 41 ","042-252-3132"
"1522","원대전 (선화1)"," 대전 중구 대종로517번길 36 ","042-252-3110"
"1523","원대전 (선화2)"," 대전 중구 우암로 5 ","042-256-6491"
"1524","원대전 (목동)"," 대전 중구 목중로 11 ","042-256-5156"
"1525","대흥 (본점)"," 대전 중구 대종로422번길 4 ","042-254-5182"
"1526","대흥 (중교로)"," 대전 중구 중교로 92 ","042-256-5182"
"1527","창신 (본점)"," 대전 중구 문창로6번길 14 ","042-271-3924"
"1528","창신 (문창)"," 대전 중구 충무로 156-1 ","042-286-8129"
"1529","충무 (본점)"," 대전 중구 대종로 231 ","042-282-1981"
"1530","충무 (옥계)"," 대전 중구 대종로 65 ","042-271-7598"
"1531","서대전 (본점)"," 대전 중구 계룡로874번길 69 ","042-522-3770"
"1532","서대전 (용두)"," 대전 중구 중앙로13번길 23 ","042-255-0861"
"1533","서대전 (동서로)"," 대전 중구 동서대로 1319-1 ","042-256-6005"
"1534","태평 (본점)"," 대전 중구 동서대로 1238 ","042-534-1544"
"1535","태평 (평촌)"," 대전 중구 평촌로 98 ","042-534-1548"
"1536","대전중부 (본점)"," 대전 중구 계백로1584번길 21 ","042-583-0408"
"1537","대전중부 (목동)"," 대전 중구 목동로 23 ","042-226-7228"
"1538","대전중부 (버드내)"," 대전 중구 태평로 14 ","042-522-1324"
"1539","남대전 (본점)"," 대전 중구 보문산로 58 ","042-581-8401"
"1540","남대전 (사정)"," 대전 중구 대둔산로 291 ","042-581-3344"
"1541","남대전 (당디)"," 대전 중구 문화로 54 ","042-584-0808"
"1542","대전건축사회 (본점)"," 대전 중구 보문로 241 ","042-488-0347"
"1543","대전개인택시 (본점)"," 대전 중구 산성로57번길 183 ","042-583-6615"
"1544","대전개인택시 (문화)"," 대전 중구 보문산로177번안길 22-11 ","042-585-5995"
"1545","대전남부 (본점)"," 대전 중구 문화로 170 ","042-582-9465"
"1546","대전남부 (문화)"," 대전 중구 과례로 48 ","042-582-1604"
"1547","원중앙 (본점)"," 대전 동구 대전로 758 ","042-273-0258"
"1548","원중앙 (중앙시장)"," 대전 동구 중앙로200번길 98 ","042-257-5900"
"1549","대전동부 (본점)"," 대전 동구 은어송로 48 ","042-282-5867"
"1550","대전동부 (판암1)"," 대전 동구 옥천로 172 ","042-283-8411"
"1551","대전동부 (산내)"," 대전 동구 산내로 1345 ","042-286-5867"
"1552","대전동부 (판암2)"," 대전 동구 동부로 56-8 ","042-283-9411"
"1553","한마음 (본점)"," 대전 동구 계족로 19 ","042-284-5564"
"1554","한마음 (현대)"," 대전 동구 대전로 646 ","042-284-7773"
"1555","한마음 (휴먼시아)"," 대전 동구 대전로542번길 80-47 ","042-273-7705"
"1556","예스 (본점)"," 대전 동구 계족로 97 ","042-282-1720"
"1557","예스 (인동)"," 대전 동구 대전로 706 ","042-282-0620"
"1558","대신 (본점)"," 대전 동구 동대전로 66-1 ","042-283-6515"
"1559","대동 (본점)"," 대전 동구 계족로 168 ","042-282-2508"
"1560","우리 (본점)"," 대전 동구 백룡로 7 ","042-633-9856"
"1561","우리 (자양)"," 대전 동구 백룡로5번길 125 ","042-623-9856"
"1562","우리 (용운)"," 대전 동구 용운로 117 ","042-272-9856"
"1563","소제 (본점)"," 대전 동구 계족로 252 ","042-633-0877"
"1564","가양1동 (본점)"," 대전 동구 합내로 10 ","042-623-3237"
"1565","가양1동 (제1분사무소)"," 대전 동구 대성길 65 ","042-622-4927"
"1566","가양2동 (본점)"," 대전 동구 동대전로284번길 120 ","042-623-0588"
"1567","가양2동 (신도)"," 대전 동구 비래서로42번길 76 ","042-632-8781"
"1568","동대전 (본점)"," 대전 동구 동서대로1572번길 155 ","042-672-5350"
"1569","동대전 (용전)"," 대전시 동구 용전동 ","042-631-3939"
"1570","동대전 (용전터미널)"," 대전 동구 동서대로1695번길 47 ","042-626-7224"
"1571","성남동 (본점)"," 대전 동구 우암로 171 ","042-633-6100"
"1572","성남동 (성남동제1)"," 대전 동구 계족로368번길 43 ","042-623-1818"
"1573","홍도동 (본점)"," 대전 동구 동산초교로23번길 27 ","042-672-5332"
"1574","홍도동 (홍도아리랑)"," 대전 동구 홍도로 11 ","042-623-6919"
"1575","홍도동 (용전)"," 대전 동구 홍도로46번길 90 ","042-623-3344"
"1576","삼성동 (본점)"," 대전 동구 태전로 147 ","042-633-2203"
"1577","삼성동 (현암)"," 대전 동구 태전로 176 ","042-633-2201"
"1578","중앙동 (본점)"," 대전 동구 대전로 793-1 ","042-257-0783"
"1579","중앙동 (중앙)"," 대전 동구 중앙로193번길 27 ","042-226-4876"
"1580","군산중부 (본점)"," 전북 군산시 구영7길 105 ","063-446-0782"
"1581","군산중부 (소룡)"," 전북 군산시 동아로 163 ","063-465-7400"
"1582","동군산 (본점)"," 전북 군산시 대야면 번영로 914 ","063-451-5677"
"1583","군산제일 (본점)"," 전북 군산시 개정면 바르메길 39 ","063-451-4334"
"1584","군산제일 (양안)"," 전북 군산시 부골1길 47 ","063-471-2442"
"1585","금강 (본점)"," 전북 군산시 성산면 동군산로 32 ","063-453-6725"
"1586","금강 (서해)"," 전북 군산시 구시장로 16 ","063-442-6565"
"1587","금강 (조촌)"," 전북 군산시 백릉로 64 ","063-442-6564"
"1588","금강 (임피)"," 전북 군산시 임피면 동군산로 706 ","063-453-7575"
"1589","남군산 (본점)"," 전북 군산시 미룡로 30 ","063-471-9888"
"1590","남군산 (옥구)"," 전북 군산시 옥구읍 옥구로 26 ","063-464-9888"
"1591","남군산 (나운)"," 전북 군산시 백토로 140 ","063-466-4151"
"1592","남군산 (지곡)"," 전북 군산시 계산로 96-13 ","063-464-4900"
"1593","이리평화 (본점)"," 전북 익산시 평동로1길 19 ","063-855-1118"
"1594","이리평화 (영등)"," 전북 익산시 하나로 457 ","063-723-2118"
"1595","인화 (본점)"," 전북 익산시 평동로11길 9 ","063-841-9867"
"1596","인화 (동산)"," 전북 익산시 평동로 727 ","063-843-9867"
"1597","익산서부 (본점)"," 전북 익산시 배산로4길 9-23 ","063-854-4393"
"1598","익산서부 (모현)"," 전북 익산시 고현로 90 ","063-857-4393"
"1599","황등 (본점)"," 전북 익산시 황등면 황등로 162-1 ","063-856-4531"
"1600","원광대학교 (본점)"," 전북 익산시 익산대로 460 ","063-850-5021"
"1601","익산중앙 (본점)"," 전북 익산시 중앙로1길 24-8 ","063-841-5313"
"1602","익산중앙 (부송)"," 전북 익산시 부송로 75 ","063-838-4313"
"1603","익산중앙 (어양)"," 전북 익산시 고봉로30길 79 ","063-836-9913"
"1604","원광 (본점)"," 전북 익산시 중앙로 43 ","063-841-6511"
"1605","원광 (원대병원)"," 전북 익산시 익산대로 460 ","063-854-7511"
"1606","원광 (영등)"," 전북 익산시 무왕로 1034 ","063-836-4511"
"1607","원광 (모현)"," 전북 익산시 배산로 139 ","063-723-4000"
"1608","북부 (본점)"," 전북 익산시 인북로 250 ","063-852-2272"
"1609","부령 (본점)"," 전북 부안군 부안읍 부풍로 35 ","063-582-0388"
"1610","부령 (봉덕)"," 전북 부안군 부안읍 석정로 242 ","063-584-2420"
"1611","남부안 (본점)"," 전북 부안군 진서면 청자로 953 ","063-582-7240"
"1612","남부안 (줄포)"," 전북 부안군 줄포면 줄포중앙로 31 ","063-583-2907"
"1613","남부안 (보안)"," 전북 부안군 보안면 영전길 11 ","063-582-3343"
"1614","김제하나 (본점)"," 전북 김제시 서낭당길 36 ","063-545-2960"
"1615","김제하나 (신풍)"," 전북 김제시 도작로 27 ","063-546-3390"
"1616","만경 (본점)"," 전북 김제시 만경읍 만경4길 48 ","063-542-6082"
"1617","원평 (본점)"," 전북 김제시 금산면 모악로 11 ","063-543-0808"
"1618","김제Y.M.C.A (본점)"," 전북 김제시 동서로 150 ","063-547-3939"
"1619","하이트맥주 (2)"," 전북 완주군 용진읍 신지송광로 25-33 ","063-240-6111"
"1620","완주 (본점)"," 전북 완주군 봉동읍 봉동동서로 123 ","063-261-3890"
"1621","완주 (삼례)"," 전북 완주군 삼례읍 왕궁로 10 ","063-291-2909"
"1622","한누리 (본점)"," 전북 완주군 고산면 고산로 114 ","063-263-7721"
"1623","한누리 (둔산)"," 전북 완주군 봉동읍 둔산1로 121 ","063-263-7725"
"1624","현대자동차 (전주공장)"," 전북 완주군 봉동읍 완주산단5로 163 ","063-260-5982"
"1625","남전주 (본점)"," 전북 전주시 완산구 향교길 6 ","063-288-7763"
"1626","남전주 (풍남)"," 전북 전주시 완산구 경기전길 31 ","063-288-7800"
"1627","남전주 (삼천용리로)"," 전북 전주시 완산구 용리로 177 ","063-228-7731"
"1628","열린 (본점)"," 전북 전주시 완산구 전주객사3길 53 ","063-231-0667"
"1629","열린 (희망)"," 전북 전주시 완산구 세내로 257 ","063-236-5444"
"1630","열린 (행복)"," 전북 전주시 완산구 유연로 217-29 ","063-237-0667"
"1631","열린 (미소)"," 전북 전주시 완산구 호암로 59 ","063-224-0667"
"1632","열린 (보람)"," 전북 전주시 덕진구 기지로 91 ","063-228-0667"
"1633","늘푸른 (본점)"," 전북 전주시 완산구 권삼득로 72 ","063-282-9984"
"1634","늘푸른 (어울림)"," 전북 전주시 덕진구 심방죽로 73 ","063-243-5000"
"1635","늘푸른 (안골)"," 전북 전주시 덕진구 안덕원로 241 ","063-242-5566"
"1636","중부 (본점)"," 전북 전주시 덕진구 벚꽃3길 1 ","063-254-2993"
"1637","중부 (서원로)"," 전북 전주시 완산구 서원로 325 ","063-285-2996"
"1638","중부 (효자)"," 전북 전주시 완산구 용머리로 151 ","063-236-2996"
"1639","동부 (본점)"," 전북 전주시 덕진구 정언신로 89 ","063-246-3260"
"1640","동부 (문화로)"," 전북 전주시 덕진구 아중로 179 ","063-242-2968"
"1641","동부 (호성)"," 전북 전주시 덕진구 호성3길 19 ","063-247-9983"
"1642","덕진 (본점)"," 전북 전주시 덕진구 기린대로 533 ","063-254-2375"
"1643","덕진 (하가)"," 전북 전주시 덕진구 추탄로 22 ","063-252-2375"
"1644","금암 (본점)"," 전북 전주시 덕진구 기린대로 364 ","063-254-9611"
"1645","금암 (북부)"," 전북 전주시 덕진구 조경단로 92 ","063-274-6080"
"1646","신도 (본점)"," 전북 전주시 덕진구 기린대로 691 ","063-213-0383"
"1647","신도 (서곡)"," 전북 전주시 완산구 세내로 542 ","063-253-0361"
"1648","신도 (아중)"," 전북 전주시 덕진구 석소로 88 ","063-246-1900"
"1649","송천 (본점)"," 전북 전주시 덕진구 송천로 12 ","063-254-5610"
"1650","송천 (신동)"," 전북 전주시 덕진구 붓내3길 50 ","063-255-5610"
"1651","송천 (솔내)"," 전북 전주시 덕진구 시천로 49 ","063-251-0616"
"1652","송천 (중앙)"," 전북 전주시 덕진구 송천중앙로 147 ","063-255-3211"
"1653","송천 (오송)"," 전북 전주시 덕진구 솔내로 139 ","063-251-5610"
"1654","조촌 (본점)"," 전북 전주시 덕진구 쪽구름로 73 ","063-211-3910"
"1655","조촌 (반월)"," 전북 전주시 덕진구 반월5길 4 ","063-214-3920"
"1656","서전주 (본점)"," 전북 전주시 완산구 백제대로 391 ","063-277-4100"
"1657","서전주 (어은로)"," 전북 전주시 완산구 어은로 9 ","063-225-4100"
"1658","서전주 (선수촌)"," 전북 전주시 완산구 서신로 110 ","063-251-4100"
"1659","서전주 (서천)"," 전북 전주시 완산구 당산로 39 ","063-271-4100"
"1660","서전주 (하늘채)"," 전북 전주시 완산구 화산천변로 24 ","063-272-4100"
"1661","신전주 (본점)"," 전북 전주시 완산구 난전들로 266 ","063-228-1588"
"1662","신전주 (효자)"," 전북 전주시 완산구 거마평로 212 ","063-222-6031"
"1663","신전주 (평화)"," 전북 전주시 완산구 장승배기로 262 ","063-287-2436"
"1664","신전주 (삼천)"," 전북 전주시 완산구 용리로 39 ","063-223-8346"
"1665","신전주 (대한고속)"," 전북 전주시 완산구 쑥고개로 267 ","063-227-6066"
"1666","전북대학교병원 (본점)"," 전북 전주시 덕진구 건지로 20 ","063-250-1951"
"1667","전북대학교 (본점)"," 전북 전주시 덕진구 백제대로 567 ","063-270-2150"
"1668","휴비스 (본점)"," 전북 전주시 덕진구 기린대로 787 ","063-210-2252"
"1669","남부 (본점)"," 전북 전주시 완산구 풍남문2길 57 ","063-283-7611"
"1670","남부 (학산)"," 전북 전주시 완산구 모악로 4692 ","063-283-7614"
"1671","남부 (홍산로)"," 전북 전주시 완산구 홍산로 238 ","063-286-7616"
"1672","고창 (본점)"," 전북 고창군 고창읍 중앙로 226 ","063-564-1655"
"1673","고창 (부안)"," 전북 고창군 부안면 복분자로 899 ","063-563-8048"
"1674","고창 (해리)"," 전북 고창군 해리면 해리중앙로 77 ","063-562-1183"
"1675","고창 (상하)"," 전북 고창군 상하면 상하1길 8-1 ","063-563-0260"
"1676","정읍 (본점)"," 전북 정읍시 중앙1길 76 ","063-535-1341"
"1677","정읍 (시기)"," 전북 정읍시 초산로 59 ","063-535-1345"
"1678","정읍 (수성)"," 전북 정읍시 수성로 51 ","063-531-6440"
"1679","연지 (본점)"," 전북 정읍시 중앙로 54 ","063-531-3433"
"1680","연지 (수성)"," 전북 정읍시 수성택지4길 4 ","063-531-8289"
"1681","상명 (본점)"," 전북 정읍시 충정로 175-1 ","063-533-9985"
"1682","상명 (시기)"," 전북 정읍시 태평5길 5-2 ","063-535-3673"
"1683","상명 (상동)"," 전북 정읍시 학산로 102 ","063-538-9983"
"1684","태인 (본점)"," 전북 정읍시 태인면 태인로 10-1 ","063-534-4337"
"1685","산외 (본점)"," 전북 정읍시 산외면 산외로 455 ","063-537-5300"
"1686","신태인 (본점)"," 전북 정읍시 신태인읍 신태인중앙로 17 ","063-571-3399"
"1687","감곡 (본점)"," 전북 정읍시 감곡면 원삼1길 47 ","063-571-1737"
"1688","순창 (본점)"," 전북 순창군 순창읍 장류로 347 ","063-653-2602"
"1689","쌍치 (본점)"," 전북 순창군 쌍치면 쌍계로 29 ","063-652-2188"
"1690","임실 (본점)"," 전북 임실군 임실읍 운수로 27 ","063-642-1136"
"1691","임실 (강덕)"," 전북 임실군 강진면 호국로 28 ","063-643-1128"
"1692","임실 (오수)"," 전북 임실군 오수면 오수로 152 ","063-642-5484"
"1693","임실 (관촌)"," 전북 임실군 관촌면 사선1길 11-1 ","063-642-0077"
"1694","진안 (본점)"," 전북 진안군 진안읍 중앙로 37 ","063-433-1366"
"1695","진안 (마령)"," 전북 진안군 마령면 임진로 2103 ","063-432-5510"
"1696","진안동부 (본점)"," 전북 진안군 진안읍 진무로 1106 ","063-433-0820"
"1697","설천 (본점)"," 전북 무주군 설천면 무설로 1589-1 ","063-324-7701"
"1698","설천 (무주덕유산리조트)"," 전북 무주군 설천면 만선로 185 ","063-320-7651"
"1699","무주 (본점)"," 전북 무주군 무주읍 주계로 77 ","063-322-4773"
"1700","남원 (본점)"," 전북 남원시 남문로 413 ","063-633-7601"
"1701","남원 (동부)"," 전북 남원시 춘향로 20 ","063-635-2245"
"1702","남원 (남부)"," 전북 남원시 쑥고개로 42 ","063-633-7192"
"1703","남원 (서부)"," 전북 남원시 남문로 378 ","063-635-5130"
"1704","남원 (산내)"," 전북 남원시 산내면 대정길 86 ","063-636-3828"
"1705","남원중앙 (본점)"," 전북 남원시 동림로 26 ","063-631-2290"
"1706","남원중앙 (서부)"," 전북 남원시 광한서로 54 ","063-631-6666"
"1707","운봉 (본점)"," 전북 남원시 운봉읍 운봉로 688-1 ","063-634-0419"
"1708","지리산 (본점)"," 전북 남원시 인월면 인월로 64 ","063-636-2300"
"1709","지리산 (아영)"," 전북 남원시 아영면 고인청계길 4 ","063-626-5800"
"1710","지리산 (시청로)"," 전북 남원시 시청로 51 ","063-634-2500"
"1711","동남원 (본점)"," 전북 남원시 산동면 요천로 2914 ","063-625-6522"
"1712","동남원 (도통동)"," 전북 남원시 용성로 199 ","063-635-6521"
"1713","장수 (본점)"," 전북 장수군 장수읍 장천로 174-1 ","063-351-2688"
"1714","장계 (본점)"," 전북 장수군 장계면 한들로 95 ","063-351-0455"
"1715","산서 (본점)"," 전북 장수군 산서면 보산로 1872 ","063-351-3525"
"1716","정주 (본점)"," 전남 영광군 영광읍 물무로 84 ","061-351-3900"
"1717","정주 (터미널)"," 전남 영광군 영광읍 신남로 194-1 ","061-351-0420"
"1718","법성 (본점)"," 전남 영광군 법성면 진굴비길 76 ","061-356-3117"
"1719","법성 (홍농)"," 전남 영광군 홍농읍 홍농로 459-1 ","061-356-3833"
"1720","염산 (본점)"," 전남 영광군 염산면 칠산로 63 ","061-352-8700"
"1721","백수 (본점)"," 전남 영광군 백수읍 ","061-351-2550"
"1722","담양 (장성)"," 전남 장성군 장성읍 충무길 5 ","061-395-9595"
"1723","담양 (본점)"," 전남 담양군 담양읍 지침3길 13 ","061-383-3888"
"1724","담양 (북부)"," 전남 담양군 담양읍 객사2길 7-1 ","061-383-4888"
"1725","함평천지 (본점)"," 전남 함평군 함평읍 서부길 116 ","061-322-3343"
"1726","함평천지 (월야)"," 전남 함평군 월야면 밀재로 1501 ","061-323-7368"
"1727","해제 (지도)"," 전남 신안군 지도읍 ","061-275-6292"
"1728","신안 (본점)"," 전남 신안군 압해읍 압해로 866 ","061-271-1521"
"1729","무안 (본점)"," 전라남도 무안군 무안읍 무안중앙로 37 ","061-453-3148"
"1730","무안 (현경)"," 전남 무안군 현경면 현해로 80 ","061-454-3148"
"1731","무안 (신남악)"," 전남 무안군 삼향읍 남악3로82번길 41 ","061-284-3148"
"1732","해제 (본점)"," 전남 무안군 해제면 ","061-452-6249"
"1733","남악 (본점)"," 전남 무안군 일로읍 일로로 51-2 ","061-281-2771"
"1734","남악 (남악)"," 전남 무안군 삼향읍 남악2로74번길 31 ","061-284-2771"
"1735","남악 (남악골든)"," 전남 무안군 삼향읍 남악4로 50 ","061-285-2771"
"1736","한전 (본점)"," 전남 나주시 전력로 55 ","061-345-8749"
"1737","나주 (본점)"," 전남 나주시 나주로 140 ","061-334-7771"
"1738","나주 (다시)"," 전남 나주시 다시면 무숙로 792 ","061-335-4207"
"1739","나주 (빛가람)"," 전남 나주시 그린로 361 ","061-337-7772"
"1740","영산포 (본점)"," 전남 나주시 이창1길 43 ","061-334-0276"
"1741","나주동부 (본점)"," 전남 나주시 남평읍 남평2로 41-5 ","061-331-1557"
"1742","나주동부 (봉황)"," 전남 나주시 봉황면 ","061-331-4409"
"1743","나주동부 (빛가람혁신)"," 전남 나주시 우정로 72 ","061-335-1557"
"1744","전남대학교병원 (화순전남대학교병원)"," 전남 화순군 화순읍 서양로 322 ","061-379-7921"
"1745","화순 (본점)"," 전남 화순군 화순읍 자치샘로 35 ","061-374-6233"
"1746","화순 (광덕)"," 전남 화순군 화순읍 만연로 64 ","061-374-6237"
"1747","금호타이어 (곡성공장)"," 전남 곡성군 입면 금호길 85-63 ","061-360-3089"
"1748","봉성 (본점)"," 전남 구례군 구례읍 상설시장길 20 ","061-782-3180"
"1749","봉성 (마산)"," 전남 구례군 마산면 화엄사로 151 ","061-782-4087"
"1750","봉성 (토지)"," 전남 구례군 토지면 섬진강대로 5049 ","061-781-6774"
"1751","봉성 (광의)"," 전남 구례군 광의면 구만제로 328 ","061-781-3811"
"1752","봉성 (냉천)"," 전남 구례군 마산면 냉천1길 33 ","061-782-4779"
"1753","구례 (본점)"," 전남 구례군 구례읍 구례1길 36 ","061-782-4700"
"1754","구례 (산동)"," 전남 구례군 산동면 지리산온천로 262 ","061-783-9223"
"1755","목포동부 (본점)"," 전남 목포시 산정로 174 ","061-276-6240"
"1756","목포동부 (하당지점)"," 전남 목포시 옥암로 28 ","061-282-0044"
"1757","산정 (본점)"," 전남 목포시 청호로 106 ","061-273-3384"
"1758","산정 (옥암)"," 전남 목포시 남악1로52번나길 4-4 ","061-287-6661"
"1759","국민 (본점)"," 전라남도 목포시 마인계터로38번길 1 ","061-244-5162"
"1760","국민 (연산)"," 전남 목포시 원산중앙로 62 ","061-279-5260"
"1761","목포중앙 (본점)"," 전남 목포시 영산로59번길 13 ","061-244-1144"
"1762","목포중앙 (하당)"," 전남 목포시 부흥로 25 ","061-285-1144"
"1763","목포중앙 (연동)"," 전남 목포시 산정로50번길 3 ","061-276-7183"
"1764","목포중앙 (자유시장)"," 전남 목포시 자유로 117 ","061-242-0090"
"1765","삼학 (본점)"," 전남 목포시 옥암로 121 ","061-244-5419"
"1766","삼학 (만호)"," 전남 목포시 영산로40번길 11 ","061-244-0426"
"1767","삼학 (동명)"," 전남 목포시 산정로6번길 31 ","061-244-4711"
"1768","영신학원 (본점)"," 전남 목포시 영산로 415 ","061-278-7665"
"1769","영암성실 (본점)"," 전남 영암군 영암읍 ","061-473-2593"
"1770","영암성실 (시종)"," 전남 영암군 시종면 ","061-472-8474"
"1771","영암성실 (군서)"," 전남 영암군 군서면 왕인로 490-1 ","061-472-6010"
"1772","우리 (본점)"," 전남 영암군 금정면 용두로 9 ","061-472-2200"
"1773","우리 (신북)"," 전남 영암군 신북면 ","061-472-1919"
"1774","삼호 (본점)"," 전남 영암군 삼호읍 삼호중앙로 161 ","061-462-5200"
"1775","삼호 (학산)"," 전남 영암군 학산면 독천로 165-1 ","061-472-4026"
"1776","삼호 (삼호서부)"," 전남 영암군 삼호읍 신항로 110 ","061-463-5200"
"1777","현대삼호중공업㈜ (본점)"," 전남 영암군 삼호읍 대불로 93 ","061-460-4620"
"1778","진도연합 (본점)"," 전남 진도군 진도읍 ","061-542-9200"
"1779","진도연합 (임회)"," 전남 진도군 임회면 ","061-543-3098"
"1780","문내 (본점)"," 전남 해남군 문내면 우수영로 8 ","061-532-2179"
"1781","대흥 (본점)"," 전남 해남군 해남읍 ","061-534-4868"
"1782","강진완도 (본점)"," 전남 강진군 강진읍 동성리 ","061-433-1988"
"1783","강진완도 (병영)"," 전남 강진군 병영면 하멜로 407 ","061-433-2022"
"1784","정남진 (본점)"," 전남 장흥군 장흥읍 중앙로 56 ","061-863-9404"
"1785","정남진 (관산)"," 전남 장흥군 관산읍 칠관로 1568 ","061-867-2419"
"1786","정남진 (대덕)"," 전남 장흥군 대덕읍 대대로 915-1 ","061-867-1035"
"1787","정남진 (용산)"," 전남 장흥군 용산면 용안로 6 ","061-862-5179"
"1788","정남진 (회진)"," 전남 장흥군 회진면 가학회진로 1614-1 ","061-867-5600"
"1789","정남진 (서부)"," 전남 장흥군 장흥읍 칠거리예양로 79 ","061-863-4121"
"1790","정남진 (안양)"," 전남 장흥군 안양면 안양로 119 ","061-862-6270"
"1791","정남진 (사촌)"," 전남 장흥군 안양면 사촌큰길 64-1 ","061-862-1468"
"1792","벌교 (본점)"," 전남 보성군 벌교읍 채동선로 240 ","061-857-1646"
